idx,page_tsx_path,layout_sidecar,user_path,primary_round,role_guess,key_api_or_ui_contract,appendix_b_axes,playwright_ref,vitest_ref,d3_hand,status_93,gap_issue,controls_notes
45,frontend/app/admin/orders/[id]/page.tsx,Y,/admin/orders/:id,R8,admin,matrix:96-20:auto:admin-orders-id; align:n/a-api,nav;cta;browse,e2e/smoke.spec.ts; e2e/smoke-admin.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-orders-id; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R8 user_path=/admin/orders/:id; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
46,frontend/app/admin/orders/page.tsx,Y,/admin/orders,R7,admin,matrix:96-20:auto:admin-orders; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-orders; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R7 user_path=/admin/orders; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
47,frontend/app/admin/page.tsx,Y,/admin,R7,admin,matrix:96-20:auto:admin; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R7 user_path=/admin; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
48,frontend/app/admin/policies/page.tsx,Y,/admin/policies,R7,admin,matrix:96-20:auto:admin-policies; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-policies; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R7 user_path=/admin/policies; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
49,frontend/app/admin/region-vault/page.tsx,Y,/admin/region-vault,R7,admin,matrix:96-20:auto:admin-region-vault; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-region-vault; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R7 user_path=/admin/region-vault; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
50,frontend/app/admin/reviews/[id]/page.tsx,Y,/admin/reviews/:id,R8,admin,matrix:96-20:auto:admin-reviews-id; align:n/a-api,nav;cta;browse,e2e/smoke.spec.ts; e2e/smoke-admin.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-reviews-id; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R8 user_path=/admin/reviews/:id; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
51,frontend/app/admin/reviews/page.tsx,Y,/admin/reviews,R7,admin,matrix:96-20:auto:admin-reviews; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-reviews; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R7 user_path=/admin/reviews; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
52,frontend/app/admin/scheduler/jobs/page.tsx,Y,/admin/scheduler/jobs,R7,admin,matrix:96-20:auto:admin-scheduler-jobs; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-scheduler-jobs; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R7 user_path=/admin/scheduler/jobs; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
53,frontend/app/admin/schema/page.tsx,Y,/admin/schema,R7,admin,matrix:96-20:auto:admin-schema; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-schema; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R7 user_path=/admin/schema; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
54,frontend/app/admin/secrets/metadata/page.tsx,Y,/admin/secrets/metadata,R7,admin,matrix:96-20:auto:admin-secrets-metadata; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-secrets-metadata; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R7 user_path=/admin/secrets/metadata; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
55,frontend/app/admin/tenants/scopes/page.tsx,Y,/admin/tenants/scopes,R7,admin,matrix:96-20:auto:admin-tenants-scopes; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-tenants-scopes; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R7 user_path=/admin/tenants/scopes; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
56,frontend/app/admin/trust-growth/page.tsx,Y,/admin/trust-growth,R7,admin,matrix:96-20:auto:admin-trust-growth; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-trust-growth; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R7 user_path=/admin/trust-growth; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
57,frontend/app/admin/users/[id]/page.tsx,Y,/admin/users/:id,R8,admin,matrix:96-20:auto:admin-users-id; align:n/a-api,nav;cta;browse,e2e/smoke.spec.ts; e2e/smoke-admin.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-users-id; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R8 user_path=/admin/users/:id; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
58,frontend/app/admin/users/page.tsx,Y,/admin/users,R7,admin,matrix:96-20:auto:admin-users; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:admin-users; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R7 user_path=/admin/users; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
59,frontend/app/auth/forgot-password/page.tsx,Y,/auth/forgot-password,R2,visitor,matrix:96-20:auto:auth-forgot-password; align:n/a-api,nav;cta;browse,e2e/auth-login-logout-me.spec.ts; e2e/smoke.spec.ts; npm run e2e:full-chromium,,PENDING,NOT_RUN,matrix:96-20:auto:auth-forgot-password; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R2 user_path=/auth/forgot-password; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
60,frontend/app/auth/login/page.tsx,Y,/auth/login,R2,visitor,matrix:96-20:auto:auth-login; align:n/a-api,nav;cta;browse,e2e/auth-login-logout-me.spec.ts; e2e/smoke.spec.ts; npm run e2e:full-chromium,,PENDING,NOT_RUN,matrix:96-20:auto:auth-login; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R2 user_path=/auth/login; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
61,frontend/app/auth/register/page.tsx,Y,/auth/register,R2,visitor,matrix:96-20:auto:auth-register; align:n/a-api,nav;cta;browse,e2e/auth-login-logout-me.spec.ts; e2e/smoke.spec.ts; npm run e2e:full-chromium,,PENDING,NOT_RUN,matrix:96-20:auto:auth-register; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R2 user_path=/auth/register; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
62,frontend/app/auth/reset-password/page.tsx,Y,/auth/reset-password,R2,visitor,matrix:96-20:auto:auth-reset-password; align:n/a-api,nav;cta;browse,e2e/auth-login-logout-me.spec.ts; e2e/smoke.spec.ts; npm run e2e:full-chromium,,PENDING,NOT_RUN,matrix:96-20:auto:auth-reset-password; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R2 user_path=/auth/reset-password; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
63,frontend/app/auth/verify-email/page.tsx,Y,/auth/verify-email,R2,visitor,matrix:96-20:auto:auth-verify-email; align:n/a-api,nav;cta;browse,e2e/auth-login-logout-me.spec.ts; e2e/smoke.spec.ts; npm run e2e:full-chromium,,PENDING,NOT_RUN,matrix:96-20:auto:auth-verify-email; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R2 user_path=/auth/verify-email; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
64,frontend/app/community/activity/page.tsx,Y,/community/activity,R4,visitor,matrix:96-20:auto:community-activity; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:auto:community-activity; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R4 user_path=/community/activity; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
65,frontend/app/community/explore/page.tsx,Y,/community/explore,R4,visitor,matrix:96-20:auto:community-explore; GET /api/v1/community/explore; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:auto:community-explore; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R4 user_path=/community/explore; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
66,frontend/app/community/feedback/page.tsx,Y,/community/feedback,R4,visitor,matrix:96-20:auto:community-feedback; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:auto:community-feedback; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R4 user_path=/community/feedback; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
67,frontend/app/community/friends/page.tsx,Y,/community/friends,R4,visitor,matrix:96-20:auto:community-friends; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:auto:community-friends; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R4 user_path=/community/friends; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
68,frontend/app/community/me/collects/page.tsx,Y,/community/me/collects,R5,traveler,matrix:96-20:auto:community-me-collects; align:n/a-api,nav;cta;browse,e2e/community-me-hub-notes-drawer-ia.spec.ts; e2e/community-me-data-state.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:community-me-collects; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R5 user_path=/community/me/collects; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
69,frontend/app/community/me/likes/page.tsx,Y,/community/me/likes,R5,traveler,matrix:96-20:auto:community-me-likes; align:n/a-api,nav;cta;browse,e2e/community-me-hub-notes-drawer-ia.spec.ts; e2e/community-me-data-state.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:community-me-likes; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R5 user_path=/community/me/likes; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
70,frontend/app/community/me/page.tsx,Y,/community/me,R5,traveler,matrix:96-20:auto:community-me; align:n/a-api,nav;cta;browse,e2e/community-me-hub-notes-drawer-ia.spec.ts; e2e/community-me-data-state.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:community-me; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R5 user_path=/community/me; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
71,frontend/app/community/me/posts/page.tsx,Y,/community/me/posts,R5,traveler,matrix:96-20:auto:community-me-posts; align:n/a-api,nav;cta;browse,e2e/community-me-hub-notes-drawer-ia.spec.ts; e2e/community-me-data-state.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:community-me-posts; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R5 user_path=/community/me/posts; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
72,frontend/app/community/me/reports/[id]/page.tsx,Y,/community/me/reports/:id,R5,traveler,matrix:96-20:auto:community-me-reports-id; align:n/a-api,nav;cta;browse,e2e/community-me-hub-notes-drawer-ia.spec.ts; e2e/community-me-data-state.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:community-me-reports-id; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R5 user_path=/community/me/reports/:id; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
73,frontend/app/community/me/reports/page.tsx,Y,/community/me/reports,R5,traveler,matrix:96-20:auto:community-me-reports; align:n/a-api,nav;cta;browse,e2e/community-me-hub-notes-drawer-ia.spec.ts; e2e/community-me-data-state.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:community-me-reports; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R5 user_path=/community/me/reports; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
74,frontend/app/community/messages/[id]/page.tsx,Y,/community/messages/:id,R4,traveler,matrix:96-20:auto:community-messages-id; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:auto:community-messages-id; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R4 user_path=/community/messages/:id; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
75,frontend/app/community/messages/page.tsx,Y,/community/messages,R4,traveler,matrix:96-20:auto:community-messages; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:auto:community-messages; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R4 user_path=/community/messages; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
76,frontend/app/community/page.tsx,Y,/community,R4,visitor,matrix:96-20:auto:community; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:auto:community; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R4 user_path=/community; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
77,frontend/app/community/post/[id]/page.tsx,Y,/community/post/:id,R4,visitor,matrix:96-20:auto:community-post-id; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:auto:community-post-id; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R4 user_path=/community/post/:id; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
78,frontend/app/community/topic/[tag]/page.tsx,Y,/community/topic/:tag,R4,visitor,matrix:96-20:auto:community-topic-tag; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:auto:community-topic-tag; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R4 user_path=/community/topic/:tag; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
79,frontend/app/community/tt/page.tsx,Y,/community/tt,R4,visitor,matrix:96-20:auto:community-tt; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:auto:community-tt; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R4 user_path=/community/tt; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
80,frontend/app/community/user/[id]/page.tsx,Y,/community/user/:id,R4,visitor,matrix:96-20:auto:community-user-id; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:auto:community-user-id; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R4 user_path=/community/user/:id; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
81,frontend/app/did-rank/page.tsx,Y,/did-rank,R9,visitor,matrix:96-20:auto:did-rank; align:n/a-api,nav;cta;browse,e2e/smoke-governance.spec.ts; e2e/release-flow.spec.ts; e2e/93-matrix-path-did-rank-boards.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:did-rank; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R9 user_path=/did-rank; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
82,frontend/app/discover/page.tsx,Y,/discover,R1,visitor,matrix:96-20:auto:discover; GET /api/v1/discover/orders; align:n/a-api,nav;cta;browse,e2e/smoke.spec.ts; e2e/p0-spine-real-api.spec.ts; npm run e2e:full-chromium,,PENDING,NOT_RUN,matrix:96-20:auto:discover; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R1 user_path=/discover; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
83,frontend/app/disputes/[id]/page.tsx,Y,/disputes/:id,R3,visitor,matrix:96-20:auto:disputes-id; align:n/a-api,nav;cta;browse,e2e/p0-spine-real-api.spec.ts; e2e/b467-full-ui-order-journey.spec.ts; npm run e2e:trust-gate,,PENDING,NOT_RUN,matrix:96-20:auto:disputes-id; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R3 user_path=/disputes/:id; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
84,frontend/app/disputes/page.tsx,Y,/disputes,R3,visitor,matrix:96-20:auto:disputes; align:n/a-api,nav;cta;browse,e2e/p0-spine-real-api.spec.ts; e2e/b467-full-ui-order-journey.spec.ts; npm run e2e:trust-gate,,PENDING,NOT_RUN,matrix:96-20:auto:disputes; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R3 user_path=/disputes; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
85,frontend/app/escrow/[id]/page.tsx,Y,/escrow/:id,R3,visitor,matrix:96-20:auto:escrow-id; align:n/a-api,nav;cta;browse,e2e/p0-spine-real-api.spec.ts; e2e/b467-full-ui-order-journey.spec.ts; npm run e2e:trust-gate,,PENDING,NOT_RUN,matrix:96-20:auto:escrow-id; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R3 user_path=/escrow/:id; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
86,frontend/app/escrow/[id]/rate/page.tsx,Y,/escrow/:id/rate,R3,visitor,matrix:96-20:auto:escrow-id-rate; align:n/a-api,nav;cta;browse,e2e/p0-spine-real-api.spec.ts; e2e/b467-full-ui-order-journey.spec.ts; npm run e2e:trust-gate,,PENDING,NOT_RUN,matrix:96-20:auto:escrow-id-rate; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R3 user_path=/escrow/:id/rate; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
87,frontend/app/governance/delegate/page.tsx,Y,/governance/delegate,R9,visitor,matrix:96-20:auto:governance-delegate; align:n/a-api,nav;cta;browse,e2e/smoke-governance.spec.ts; e2e/release-flow.spec.ts; e2e/93-matrix-path-did-rank-boards.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:governance-delegate; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R9 user_path=/governance/delegate; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
88,frontend/app/governance/distribution-accruals/[id]/page.tsx,Y,/governance/distribution-accruals/:id,R9,visitor,matrix:96-20:auto:governance-distribution-accruals-id; align:n/a-api,nav;cta;browse,e2e/smoke-governance.spec.ts; e2e/release-flow.spec.ts; e2e/93-matrix-path-did-rank-boards.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:governance-distribution-accruals-id; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R9 user_path=/governance/distribution-accruals/:id; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
89,frontend/app/governance/distribution-accruals/page.tsx,Y,/governance/distribution-accruals,R9,visitor,matrix:96-20:auto:governance-distribution-accruals; align:n/a-api,nav;cta;browse,e2e/smoke-governance.spec.ts; e2e/release-flow.spec.ts; e2e/93-matrix-path-did-rank-boards.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:governance-distribution-accruals; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R9 user_path=/governance/distribution-accruals; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
90,frontend/app/governance/distribution-claim/page.tsx,Y,/governance/distribution-claim,R9,visitor,matrix:96-20:auto:governance-distribution-claim; align:n/a-api,nav;cta;browse,e2e/smoke-governance.spec.ts; e2e/release-flow.spec.ts; e2e/93-matrix-path-did-rank-boards.spec.ts,,PENDING,NOT_RUN,matrix:96-20:auto:governance-distribution-claim; triage: auto-generated row — replace `matrix:96-20:auto:*` with spec-backed `matrix:96-20:…` / `matrix:93:…` after READ of 96-20/93; playwright_ref is round-default from Appendix G (refine per page).,tt:appendix-e-enriched rnd=R9 user_path=/governance/distribution-claim; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
