idx,page_tsx_path,layout_sidecar,user_path,primary_round,role_guess,key_api_or_ui_contract,appendix_b_axes,playwright_ref,vitest_ref,d3_hand,status_93,gap_issue,controls_notes
41,frontend/app/admin/lifecycle/page.tsx,Y,/admin/lifecycle,R7,admin,matrix:96-20:5.1:/admin/lifecycle; matrix:93:5.7:/admin/lifecycle; matrix:13-1:bucket-admin; routes:admin.lifecycleStateMachines; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/lifecycle; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin/lifecycle; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
42,frontend/app/admin/media/access-logs/page.tsx,Y,/admin/media/access-logs,R7,admin,matrix:96-20:5.1:/admin/media/access-logs; matrix:93:5.7:/admin/media/access-logs; matrix:13-1:bucket-admin; routes:admin.mediaAccessLogs; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/media/access-logs; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin/media/access-logs; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
43,frontend/app/admin/media/signed-url-tokens/page.tsx,Y,/admin/media/signed-url-tokens,R7,admin,matrix:96-20:5.1:/admin/media/signed-url-tokens; matrix:93:5.7:/admin/media/signed-url-tokens; matrix:13-1:bucket-admin; routes:admin.mediaSignedUrlTokens; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/media/signed-url-tokens; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin/media/signed-url-tokens; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
44,frontend/app/admin/observability/page.tsx,Y,/admin/observability,R7,admin,matrix:96-20:5.1:/admin/observability; matrix:93:5.7:/admin/observability; matrix:13-1:bucket-admin; routes:admin.observabilityOverview; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/observability; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin/observability; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
45,frontend/app/admin/orders/[id]/page.tsx,Y,/admin/orders/:id,R8,admin,matrix:96-20:5.1:/admin/orders/[id]; matrix:93:5.7:/admin/orders/:id; matrix:13-1:bucket-admin; routes:admin.orderById; align:n/a-api,nav;cta;browse,e2e/smoke.spec.ts; e2e/smoke-admin.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/orders/[id]; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R8 user_path=/admin/orders/:id; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
46,frontend/app/admin/orders/page.tsx,Y,/admin/orders,R7,admin,matrix:96-20:5.1:/admin/orders; matrix:93:5.7:/admin/orders; matrix:13-1:bucket-admin; routes:admin.orders; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/orders; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin/orders; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
47,frontend/app/admin/page.tsx,Y,/admin,R7,admin,matrix:96-20:5.1:/admin; matrix:93:5.7:/admin; matrix:13-1:bucket-admin; routes:admin.（聚合入口）; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
48,frontend/app/admin/policies/page.tsx,Y,/admin/policies,R7,admin,matrix:96-20:5.1:/admin/policies; matrix:93:5.7:/admin/policies; matrix:13-1:bucket-admin; routes:admin.policies / admin.policyPublish; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/policies; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin/policies; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
49,frontend/app/admin/region-vault/page.tsx,Y,/admin/region-vault,R7,admin,matrix:96-20:5.1:/admin/region-vault; matrix:93:5.7:/admin/region-vault; matrix:13-1:bucket-admin; routes:admin.regionVaultForwardedEvents; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/region-vault; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin/region-vault; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
50,frontend/app/admin/reviews/[id]/page.tsx,Y,/admin/reviews/:id,R8,admin,matrix:96-20:5.1:/admin/reviews/[id]; matrix:93:5.7:/admin/reviews/:id; matrix:13-1:bucket-admin; routes:admin.reviewById; align:n/a-api,nav;cta;browse,e2e/smoke.spec.ts; e2e/smoke-admin.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/reviews/[id]; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R8 user_path=/admin/reviews/:id; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
51,frontend/app/admin/reviews/page.tsx,Y,/admin/reviews,R7,admin,matrix:96-20:5.1:/admin/reviews; matrix:93:5.7:/admin/reviews; matrix:13-1:bucket-admin; routes:admin.reviews; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/reviews; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin/reviews; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
52,frontend/app/admin/scheduler/jobs/page.tsx,Y,/admin/scheduler/jobs,R7,admin,matrix:96-20:5.1:/admin/scheduler/jobs; matrix:93:5.7:/admin/scheduler/jobs; matrix:13-1:bucket-admin; routes:admin.schedulerJobs / admin.schedulerJobRerun; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/scheduler/jobs; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin/scheduler/jobs; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
53,frontend/app/admin/schema/page.tsx,Y,/admin/schema,R7,admin,matrix:96-20:5.1:/admin/schema; matrix:93:5.7:/admin/schema; matrix:13-1:bucket-admin; routes:admin.schemaMigrations; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/schema; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin/schema; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
54,frontend/app/admin/secrets/metadata/page.tsx,Y,/admin/secrets/metadata,R7,admin,matrix:96-20:5.1:/admin/secrets/metadata; matrix:93:5.7:/admin/secrets/metadata; matrix:13-1:bucket-admin; routes:admin.secretsMetadata; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/secrets/metadata; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin/secrets/metadata; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
55,frontend/app/admin/tenants/scopes/page.tsx,Y,/admin/tenants/scopes,R7,admin,matrix:96-20:5.1:/admin/tenants/scopes; matrix:93:5.7:/admin/tenants/scopes; matrix:13-1:bucket-admin; routes:admin.tenantScopes / admin.tenantScopePublish; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/tenants/scopes; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin/tenants/scopes; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
56,frontend/app/admin/trust-growth/page.tsx,Y,/admin/trust-growth,R7,admin,matrix:96-20:5.1:/admin/trust-growth; matrix:93:5.7:/admin/trust-growth; matrix:13-1:bucket-admin; routes:admin.trustGrowthObservability / Control / Rollback; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/trust-growth; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin/trust-growth; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
57,frontend/app/admin/users/[id]/page.tsx,Y,/admin/users/:id,R8,admin,matrix:96-20:5.1:/admin/users/[id]; matrix:93:5.7:/admin/users/:id; matrix:13-1:bucket-admin; routes:admin.userById / admin.userRoleChangeRequest; align:n/a-api,nav;cta;browse,e2e/smoke.spec.ts; e2e/smoke-admin.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/users/[id]; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R8 user_path=/admin/users/:id; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
58,frontend/app/admin/users/page.tsx,Y,/admin/users,R7,admin,matrix:96-20:5.1:/admin/users; matrix:93:5.7:/admin/users; matrix:13-1:bucket-admin; routes:admin.users; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/users; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin/users; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
59,frontend/app/auth/forgot-password/page.tsx,Y,/auth/forgot-password,R2,visitor,matrix:96-20:5.2:/auth/forgot-password; matrix:93:5.2:/auth/forgot-password; matrix:13-1:bucket-auth; routes:auth.forgotPassword; align:n/a-api,nav;cta;browse,e2e/auth-login-logout-me.spec.ts; e2e/smoke.spec.ts; npm run e2e:full-chromium,,PENDING,NOT_RUN,matrix:96-20:5.2:/auth/forgot-password; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R2 user_path=/auth/forgot-password; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
60,frontend/app/auth/login/page.tsx,Y,/auth/login,R2,visitor,matrix:96-20:5.2:/auth/login; matrix:93:5.2:/auth/login; matrix:13-1:bucket-auth; routes:auth.login / auth.refresh; align:n/a-api,nav;cta;browse,e2e/auth-login-logout-me.spec.ts; e2e/smoke.spec.ts; npm run e2e:full-chromium,,PENDING,NOT_RUN,matrix:96-20:5.2:/auth/login; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R2 user_path=/auth/login; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
61,frontend/app/auth/register/page.tsx,Y,/auth/register,R2,visitor,matrix:96-20:5.2:/auth/register; matrix:93:5.2:/auth/register; matrix:13-1:bucket-auth; routes:auth.register; align:n/a-api,nav;cta;browse,e2e/auth-login-logout-me.spec.ts; e2e/smoke.spec.ts; npm run e2e:full-chromium,,PENDING,NOT_RUN,matrix:96-20:5.2:/auth/register; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R2 user_path=/auth/register; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
62,frontend/app/auth/reset-password/page.tsx,Y,/auth/reset-password,R2,visitor,matrix:96-20:5.2:/auth/reset-password; matrix:93:5.2:/auth/reset-password; matrix:13-1:bucket-auth; routes:auth.resetPassword; align:n/a-api,nav;cta;browse,e2e/auth-login-logout-me.spec.ts; e2e/smoke.spec.ts; npm run e2e:full-chromium,,PENDING,NOT_RUN,matrix:96-20:5.2:/auth/reset-password; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R2 user_path=/auth/reset-password; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
63,frontend/app/auth/verify-email/page.tsx,Y,/auth/verify-email,R2,visitor,matrix:96-20:5.2:/auth/verify-email; matrix:93:5.2:/auth/verify-email; matrix:13-1:bucket-auth; routes:auth.verifyEmail; align:n/a-api,nav;cta;browse,e2e/auth-login-logout-me.spec.ts; e2e/smoke.spec.ts; npm run e2e:full-chromium,,PENDING,NOT_RUN,matrix:96-20:5.2:/auth/verify-email; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R2 user_path=/auth/verify-email; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
64,frontend/app/community/activity/page.tsx,Y,/community/activity,R4,visitor,matrix:96-20:5.3:/community/activity; matrix:93:5.4:/community/activity; matrix:13-1:bucket-community; routes:community.; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:5.3:/community/activity; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R4 user_path=/community/activity; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
65,frontend/app/community/explore/page.tsx,Y,/community/explore,R4,visitor,matrix:96-20:5.3:/community/explore; matrix:93:5.4:/community/explore; matrix:13-1:bucket-community; routes:community.feed / statsPostsByTag; GET /api/v1/community/explore,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:5.3:/community/explore; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R4 user_path=/community/explore; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
66,frontend/app/community/feedback/page.tsx,Y,/community/feedback,R4,visitor,matrix:96-20:5.3:/community/feedback; matrix:93:5.4:/community/feedback; matrix:13-1:bucket-community; routes:community.feedback; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:5.3:/community/feedback; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R4 user_path=/community/feedback; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
67,frontend/app/community/friends/page.tsx,Y,/community/friends,R4,visitor,matrix:96-20:5.3:/community/friends; matrix:93:5.4:/community/friends; matrix:13-1:bucket-community; routes:community.friends; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:5.3:/community/friends; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R4 user_path=/community/friends; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
68,frontend/app/community/me/collects/page.tsx,Y,/community/me/collects,R5,traveler,matrix:96-20:5.3:/community/me/collects; matrix:93:5.4:/community/me/collects; matrix:13-1:bucket-community; routes:community.meCollects; align:n/a-api,nav;cta;browse,e2e/community-me-hub-notes-drawer-ia.spec.ts; e2e/community-me-data-state.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.3:/community/me/collects; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R5 user_path=/community/me/collects; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
69,frontend/app/community/me/likes/page.tsx,Y,/community/me/likes,R5,traveler,matrix:96-20:5.3:/community/me/likes; matrix:93:5.4:/community/me/likes; matrix:13-1:bucket-community; routes:community.meLikes; align:n/a-api,nav;cta;browse,e2e/community-me-hub-notes-drawer-ia.spec.ts; e2e/community-me-data-state.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.3:/community/me/likes; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R5 user_path=/community/me/likes; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
70,frontend/app/community/me/page.tsx,Y,/community/me,R5,traveler,matrix:96-20:5.3:/community/me; matrix:93:5.4:/community/me; matrix:13-1:bucket-community; routes:community.me 聚合；已登录资料卡内 CommunityMeAccountSecurityRow（/me/password、/me/security、runMeLogoutFlow）; align:n/a-api,nav;cta;browse,e2e/community-me-hub-notes-drawer-ia.spec.ts; e2e/community-me-data-state.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.3:/community/me; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R5 user_path=/community/me; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
71,frontend/app/community/me/posts/page.tsx,Y,/community/me/posts,R5,traveler,matrix:96-20:5.3:/community/me/posts; matrix:93:5.4:/community/me/posts; matrix:13-1:bucket-community; routes:community.mePosts; align:n/a-api,nav;cta;browse,e2e/community-me-hub-notes-drawer-ia.spec.ts; e2e/community-me-data-state.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.3:/community/me/posts; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R5 user_path=/community/me/posts; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
72,frontend/app/community/me/reports/[id]/page.tsx,Y,/community/me/reports/:id,R5,traveler,matrix:96-20:5.3:/community/me/reports/[id]; matrix:93:5.4:/community/me/reports/:id; matrix:13-1:bucket-community; routes:community.reportById / reportAppeals; align:n/a-api,nav;cta;browse,e2e/community-me-hub-notes-drawer-ia.spec.ts; e2e/community-me-data-state.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.3:/community/me/reports/[id]; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R5 user_path=/community/me/reports/:id; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
73,frontend/app/community/me/reports/page.tsx,Y,/community/me/reports,R5,traveler,matrix:96-20:5.3:/community/me/reports; matrix:93:5.4:/community/me/reports; matrix:13-1:bucket-community; routes:community.meReports / community.reports; align:n/a-api,nav;cta;browse,e2e/community-me-hub-notes-drawer-ia.spec.ts; e2e/community-me-data-state.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.3:/community/me/reports; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R5 user_path=/community/me/reports; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
74,frontend/app/community/messages/[id]/page.tsx,Y,/community/messages/:id,R4,traveler,matrix:96-20:5.3:/community/messages/[id]; matrix:93:5.4:/community/messages/:id; matrix:13-1:bucket-community; routes:community.conversationMessages; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:5.3:/community/messages/[id]; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R4 user_path=/community/messages/:id; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
75,frontend/app/community/messages/page.tsx,Y,/community/messages,R4,traveler,matrix:96-20:5.3:/community/messages; matrix:93:5.4:/community/messages; matrix:13-1:bucket-community; routes:community.conversations; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:5.3:/community/messages; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R4 user_path=/community/messages; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
76,frontend/app/community/page.tsx,Y,/community,R4,visitor,matrix:96-20:5.3:/community; matrix:93:5.4:/community; matrix:13-1:bucket-community; routes:community.feed（间接）; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:5.3:/community; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R4 user_path=/community; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
77,frontend/app/community/post/[id]/page.tsx,Y,/community/post/:id,R4,visitor,matrix:96-20:5.3:/community/post/[id]; matrix:93:5.4:/community/post/:id; matrix:13-1:bucket-community; routes:community.postById / postComments / postLike; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:5.3:/community/post/[id]; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R4 user_path=/community/post/:id; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
78,frontend/app/community/topic/[tag]/page.tsx,Y,/community/topic/:tag,R4,visitor,matrix:96-20:5.3:/community/topic/[tag]; matrix:93:5.4:/community/topic/:tag; matrix:13-1:bucket-community; routes:community.statsPostsByTag / feed; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:5.3:/community/topic/[tag]; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R4 user_path=/community/topic/:tag; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
79,frontend/app/community/tt/page.tsx,Y,/community/tt,R4,visitor,matrix:96-20:5.3:/community/tt; matrix:93:5.4:/community/tt; matrix:13-1:bucket-community; routes:traveltrustPageBrief / 品牌（间接）; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:5.3:/community/tt; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R4 user_path=/community/tt; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
80,frontend/app/community/user/[id]/page.tsx,Y,/community/user/:id,R4,visitor,matrix:96-20:5.3:/community/user/[id]; matrix:93:5.4:/community/user/:id; matrix:13-1:bucket-community; routes:community.userPosts / userFollow; align:n/a-api,nav;cta;browse,e2e/smoke-community.spec.ts; npm run e2e:market-community,,PENDING,NOT_RUN,matrix:96-20:5.3:/community/user/[id]; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R4 user_path=/community/user/:id; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
81,frontend/app/did-rank/page.tsx,Y,/did-rank,R9,visitor,matrix:96-20:5.5:/did-rank; matrix:93:5.6:/did-rank; matrix:13-1:bucket-singleton; routes:didRankTravelers / Guides / Itineraries; align:n/a-api,nav;cta;browse,e2e/smoke-governance.spec.ts; e2e/release-flow.spec.ts; e2e/93-matrix-path-did-rank-boards.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.5:/did-rank; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R9 user_path=/did-rank; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
82,frontend/app/discover/page.tsx,Y,/discover,R1,visitor,matrix:96-20:5.5:/discover; matrix:93:5.3:/discover; matrix:13-1:bucket-singleton; routes:discoverOrders; GET /api/v1/discover/orders,nav;cta;browse,e2e/smoke.spec.ts; e2e/p0-spine-real-api.spec.ts; npm run e2e:full-chromium,,PENDING,NOT_RUN,matrix:96-20:5.5:/discover; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R1 user_path=/discover; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
