idx,page_tsx_path,layout_sidecar,user_path,primary_round,role_guess,key_api_or_ui_contract,appendix_b_axes,playwright_ref,vitest_ref,d3_hand,status_93,gap_issue,controls_notes
1,frontend/app/admin/alerts/incidents/[id]/page.tsx,Y,/admin/alerts/incidents/:id,R8,admin,matrix:96-20:5.1:/admin/alerts/incidents/[id]; matrix:93:5.7:/admin/alerts/incidents/:id; matrix:13-1:bucket-admin; routes:admin.alertIncident; align:n/a-api,nav;cta;browse,e2e/smoke.spec.ts; e2e/smoke-admin.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/alerts/incidents/[id]; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R8 user_path=/admin/alerts/incidents/:id; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
40,frontend/app/admin/lifecycle/page.tsx,Y,/admin/lifecycle,R7,admin,matrix:96-20:5.1:/admin/lifecycle; matrix:93:5.7:/admin/lifecycle; matrix:13-1:bucket-admin; routes:admin.lifecycleStateMachines; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/lifecycle; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin/lifecycle; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
41,frontend/app/admin/media/access-logs/page.tsx,Y,/admin/media/access-logs,R7,admin,matrix:96-20:5.1:/admin/media/access-logs; matrix:93:5.7:/admin/media/access-logs; matrix:13-1:bucket-admin; routes:admin.mediaAccessLogs; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/media/access-logs; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin/media/access-logs; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
42,frontend/app/admin/media/signed-url-tokens/page.tsx,Y,/admin/media/signed-url-tokens,R7,admin,matrix:96-20:5.1:/admin/media/signed-url-tokens; matrix:93:5.7:/admin/media/signed-url-tokens; matrix:13-1:bucket-admin; routes:admin.mediaSignedUrlTokens; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/media/signed-url-tokens; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin/media/signed-url-tokens; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
43,frontend/app/admin/observability/page.tsx,Y,/admin/observability,R7,admin,matrix:96-20:5.1:/admin/observability; matrix:93:5.7:/admin/observability; matrix:13-1:bucket-admin; routes:admin.observabilityOverview; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/observability; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin/observability; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
44,frontend/app/admin/orders/[id]/page.tsx,Y,/admin/orders/:id,R8,admin,matrix:96-20:5.1:/admin/orders/[id]; matrix:93:5.7:/admin/orders/:id; matrix:13-1:bucket-admin; routes:admin.orderById; align:n/a-api,nav;cta;browse,e2e/smoke.spec.ts; e2e/smoke-admin.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/orders/[id]; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R8 user_path=/admin/orders/:id; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
45,frontend/app/admin/orders/page.tsx,Y,/admin/orders,R7,admin,matrix:96-20:5.1:/admin/orders; matrix:93:5.7:/admin/orders; matrix:13-1:bucket-admin; routes:admin.orders; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/orders; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin/orders; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
46,frontend/app/admin/page.tsx,Y,/admin,R7,admin,matrix:96-20:5.1:/admin; matrix:93:5.7:/admin; matrix:13-1:bucket-admin; routes:admin.（聚合入口）; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
47,frontend/app/admin/policies/page.tsx,Y,/admin/policies,R7,admin,matrix:96-20:5.1:/admin/policies; matrix:93:5.7:/admin/policies; matrix:13-1:bucket-admin; routes:admin.policies / admin.policyPublish; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/policies; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin/policies; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
48,frontend/app/admin/region-vault/page.tsx,Y,/admin/region-vault,R7,admin,matrix:96-20:5.1:/admin/region-vault; matrix:93:5.7:/admin/region-vault; matrix:13-1:bucket-admin; routes:admin.regionVaultForwardedEvents; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/region-vault; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin/region-vault; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
49,frontend/app/admin/reviews/[id]/page.tsx,Y,/admin/reviews/:id,R8,admin,matrix:96-20:5.1:/admin/reviews/[id]; matrix:93:5.7:/admin/reviews/:id; matrix:13-1:bucket-admin; routes:admin.reviewById; align:n/a-api,nav;cta;browse,e2e/smoke.spec.ts; e2e/smoke-admin.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/reviews/[id]; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R8 user_path=/admin/reviews/:id; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
50,frontend/app/admin/reviews/page.tsx,Y,/admin/reviews,R7,admin,matrix:96-20:5.1:/admin/reviews; matrix:93:5.7:/admin/reviews; matrix:13-1:bucket-admin; routes:admin.reviews; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/reviews; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin/reviews; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
51,frontend/app/admin/scheduler/jobs/page.tsx,Y,/admin/scheduler/jobs,R7,admin,matrix:96-20:5.1:/admin/scheduler/jobs; matrix:93:5.7:/admin/scheduler/jobs; matrix:13-1:bucket-admin; routes:admin.schedulerJobs / admin.schedulerJobRerun; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/scheduler/jobs; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin/scheduler/jobs; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
52,frontend/app/admin/schema/page.tsx,Y,/admin/schema,R7,admin,matrix:96-20:5.1:/admin/schema; matrix:93:5.7:/admin/schema; matrix:13-1:bucket-admin; routes:admin.schemaMigrations; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/schema; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin/schema; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
53,frontend/app/admin/secrets/metadata/page.tsx,Y,/admin/secrets/metadata,R7,admin,matrix:96-20:5.1:/admin/secrets/metadata; matrix:93:5.7:/admin/secrets/metadata; matrix:13-1:bucket-admin; routes:admin.secretsMetadata; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/secrets/metadata; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin/secrets/metadata; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
54,frontend/app/admin/tenants/scopes/page.tsx,Y,/admin/tenants/scopes,R7,admin,matrix:96-20:5.1:/admin/tenants/scopes; matrix:93:5.7:/admin/tenants/scopes; matrix:13-1:bucket-admin; routes:admin.tenantScopes / admin.tenantScopePublish; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/tenants/scopes; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin/tenants/scopes; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
55,frontend/app/admin/trust-growth/page.tsx,Y,/admin/trust-growth,R7,admin,matrix:96-20:5.1:/admin/trust-growth; matrix:93:5.7:/admin/trust-growth; matrix:13-1:bucket-admin; routes:admin.trustGrowthObservability / Control / Rollback; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/trust-growth; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin/trust-growth; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
56,frontend/app/admin/users/[id]/page.tsx,Y,/admin/users/:id,R8,admin,matrix:96-20:5.1:/admin/users/[id]; matrix:93:5.7:/admin/users/:id; matrix:13-1:bucket-admin; routes:admin.userById / admin.userRoleChangeRequest; align:n/a-api,nav;cta;browse,e2e/smoke.spec.ts; e2e/smoke-admin.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/users/[id]; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R8 user_path=/admin/users/:id; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
57,frontend/app/admin/users/page.tsx,Y,/admin/users,R7,admin,matrix:96-20:5.1:/admin/users; matrix:93:5.7:/admin/users; matrix:13-1:bucket-admin; routes:admin.users; align:n/a-api,nav;cta;browse,e2e/smoke-admin.spec.ts; e2e/93-matrix-admin-deep-batch.spec.ts,,PENDING,NOT_RUN,matrix:96-20:5.1:/admin/users; spec-matrix: ① filled from docs/spec/96-20 §5 + 93 §5 bucket + 13-1 bucket; human: B.3 rg + E2E + 五态 before PASS,tt:appendix-e-enriched rnd=R7 user_path=/admin/users; lbl:placeholder — replace with real `tt:`/`lbl:` from B.3 after human pass
